x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,Grade
0.25,1.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.39189189189189189,1.0,1.0,0.0,0.27297543221110099,c
0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.35714285714285715,0.25675675675675674,1.0,1.0,1.0,0.24567788898999091,a
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1130952380952381,0.32432432432432434,1.0,1.0,0.0,0.14968152866242038,a
0.25,1.0,0.66666666666666663,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13392857142857142,0.32432432432432434,1.0,1.0,1.0,0.14589020321504398,c
0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17261904761904762,0.43243243243243246,1.0,1.0,0.0,0.099181073703366693,b
0.5,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.39189189189189189,1.0,1.0,1.0,0.42250530785562634,b
0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25675675675675674,1.0,1.0,0.0,0.1091901728844404,c
0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.25675675675675674,1.0,1.0,0.0,0.13330300272975432,b
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20476190476190476,0.1891891891891892,1.0,1.0,0.0,0.022292993630573247,c
0.75,1.0,0.33333333333333331,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16964285714285715,0.3783783783783784,1.0,1.0,0.0,0.28814073400060664,a
0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.10714285714285714,0.25675675675675674,1.0,1.0,0.0,0.10737033666969972,c
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12202380952380952,0.39189189189189189,1.0,1.0,0.0,0.26205641492265697,c
0.5,1.0,0.33333333333333331,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13392857142857142,0.25675675675675674,1.0,1.0,0.0,0.30300272975432213,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11904761904761904,0.47297297297297297,1.0,1.0,0.0,0.24764937822262664,a
0.75,0.0,0.33333333333333331,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.32738095238095238,0.32432432432432434,1.0,1.0,0.0,0.28814073400060664,a
0.5,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.36486486486486486,0.0,1.0,1.0,0.079769487412799517,c
0.75,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.095238095238095233,0.29729729729729731,1.0,0.0,1.0,0.16863815589930239,a
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13392857142857142,0.25675675675675674,1.0,1.0,0.0,0.30300272975432213,a
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13392857142857142,0.32432432432432434,1.0,1.0,0.0,0.11434637549287231,c
0.75,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.21428571428571427,0.47297297297297297,1.0,1.0,1.0,0.43099787685774948,b
0.75,1.0,0.83333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.10714285714285714,0.32432432432432434,1.0,0.0,1.0,0.071276918410676376,a
0.5,0.0,0.33333333333333331,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13392857142857142,0.32432432432432434,1.0,1.0,1.0,0.43979375189566272,c
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15476190476190477,0.21621621621621623,1.0,1.0,0.0,0.081286017591750082,a
0.75,0.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.16369047619047619,0.33783783783783783,1.0,1.0,1.0,0.30997876857749468,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14880952380952381,0.1891891891891892,1.0,0.0,1.0,0.12359720958447074,a
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14880952380952381,0.32432432432432434,1.0,1.0,0.0,0.44040036396724297,c
0.75,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.21071428571428572,0.52702702702702697,1.0,1.0,1.0,0.52957233848953589,c
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16369047619047619,0.32432432432432434,1.0,1.0,0.0,0.4212920837124659,a
0.75,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17857142857142858,0.25675675675675674,1.0,1.0,1.0,0.28632089778586595,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.26785714285714285,0.12162162162162163,1.0,1.0,0.0,0.16272368820139521,b
0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.3108108108108108,1.0,1.0,0.0,0.043827722171671218,a
0.75,0.0,0.83333333333333337,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.15178571428571427,0.3108108108108108,1.0,0.0,1.0,0.071276918410676376,c
0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.14880952380952381,0.17567567567567569,1.0,0.0,1.0,0.12359720958447074,a
0.5,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000003,0.29729729729729731,1.0,1.0,1.0,0.47027600849256901,c
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17857142857142858,0.32432432432432434,1.0,1.0,0.0,0.12101910828025478,a
0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17857142857142858,0.25675675675675674,1.0,1.0,0.0,0.31589323627540189,a
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.13392857142857142,0.39189189189189189,1.0,1.0,0.0,0.17182286927509857,c
0.75,0.0,0.16666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15714285714285714,0.39189189189189189,1.0,1.0,0.0,0.34910524719441915,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03273809523809524,0.40540540540540543,1.0,1.0,0.0,0.33970276008492567,a
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15357142857142858,0.32432432432432434,1.0,1.0,0.0,0.25962996663633608,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.22321428571428573,0.25675675675675674,1.0,1.0,0.0,0.18122535638459206,b
0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16369047619047619,0.39189189189189189,1.0,1.0,1.0,0.30997876857749468,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17857142857142858,0.39189189189189189,1.0,1.0,0.0,0.12101910828025478,a
0.5,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14880952380952381,0.39189189189189189,1.0,1.0,1.0,0.066575674855929634,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14880952380952381,0.25675675675675674,1.0,1.0,0.0,0.19335759781619655,a
0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.39189189189189189,1.0,1.0,0.0,0.12117076129814984,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16964285714285715,0.39189189189189189,1.0,1.0,1.0,0.43463754928723081,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.083333333333333329,0.1891891891891892,1.0,1.0,1.0,0.27297543221110099,a
0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17857142857142858,0.10810810810810811,1.0,1.0,0.0,0.048680618744313009,c
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.13988095238095238,0.28378378378378377,1.0,0.0,1.0,0.038823172581134366,b
0.5,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.25675675675675674,1.0,0.0,1.0,0.071276918410676376,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.32432432432432434,1.0,1.0,1.0,0.43964209887776767,a
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.17857142857142858,0.28378378378378377,1.0,1.0,0.0,0.12117076129814984,c
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16369047619047619,0.27027027027027029,1.0,1.0,0.0,0.21625720351835001,a
0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36486486486486486,1.0,1.0,0.0,0.37443130118289353,c
0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.27027027027027029,1.0,1.0,0.0,0.014558689717925387,a
0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16071428571428573,0.45945945945945948,1.0,1.0,1.0,0.24780103124052169,b
0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17857142857142858,0.29729729729729731,1.0,1.0,0.0,0.050652107976948739,a
0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14880952380952381,0.36486486486486486,1.0,1.0,0.0,0.4212920837124659,c
0.75,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15178571428571427,0.32432432432432434,1.0,1.0,1.0,0.25219896875947834,c
0.5,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.21428571428571427,0.52702702702702697,1.0,1.0,1.0,0.47027600849256901,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14880952380952381,0.36486486486486486,1.0,1.0,0.0,0.061419472247497726,a
0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.22321428571428573,0.39189189189189189,1.0,1.0,0.0,0.15180467091295116,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.20833333333333334,0.32432432432432434,1.0,1.0,0.0,0.18122535638459206,c
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22321428571428573,0.25675675675675674,1.0,1.0,0.0,0.31589323627540189,a
0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16369047619047619,0.22972972972972974,1.0,1.0,0.0,0.039733090688504703,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11904761904761904,0.3108108108108108,1.0,0.0,1.0,0.16863815589930239,b
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19345238095238096,0.39189189189189189,1.0,1.0,0.0,0.092811646951774338,a
0.5,1.0,0.66666666666666663,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13392857142857142,0.32432432432432434,1.0,1.0,0.0,0.22899605702153472,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13392857142857142,0.22972972972972974,0.0,0.0,1.0,0.040339702760084924,a
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16071428571428573,0.25675675675675674,0.0,1.0,1.0,0.060964513193812554,a
0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17857142857142858,0.39189189189189189,1.0,1.0,0.0,0.27494692144373672,b
0.25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.26785714285714285,0.39189189189189189,1.0,1.0,0.0,0.16272368820139521,c
0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25892857142857145,0.39189189189189189,1.0,1.0,0.0,0.18456172277828328,b
