x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,Grade
0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.067567567567567571,1.0,1.0,0.0,0.27252047315741584,b
0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.083333333333333329,0.17567567567567569,1.0,1.0,1.0,0.3851986654534425,b
0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.31755965103918921,1.0,1.0,0.0,0.16272368820139521,a
0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19166666666666668,0.35135135135135137,1.0,1.0,0.0,0.14968152866242038,a
0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.096666666666666665,0.32432432432432434,1.0,1.0,0.0,0.39581437670609643,a
0.75,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.029166666666666667,0.32432432432432434,1.0,1.0,0.0,0.15180467091295116,c
0.5,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.025000000000000001,0.41891891891891891,1.0,1.0,1.0,0.19249571832575069,c
0.5,1.0,0.66666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.10416666666666667,0.40540540540540543,1.0,1.0,1.0,0.46466484683045195,c
0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.11458333333333333,0.32432432432432434,1.0,1.0,0.0,0.28814073400060664,b
0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.32432432432432434,1.0,1.0,1.0,0.14346375492872307,b
0.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.11092009395083333,0.31755965103918921,0.0,1.0,1.0,0.16712162572035183,c
0.75,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11092009395083333,0.32432432432432434,1.0,1.0,1.0,0.19249571832575069,b
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11092009395083333,0.29729729729729731,1.0,1.0,0.0,0.081286017591750082,b
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1125,0.28378378378378377,1.0,1.0,0.0,0.014558689717925387,b
0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11092009395083333,0.31755965103918921,0.0,1.0,1.0,0.12344555656657567,c
0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.375,0.52702702702702697,1.0,1.0,1.0,0.43463754928723081,b
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09375,0.32432432432432434,1.0,1.0,0.0,0.19335759781619655,b
0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.016666666666666666,0.16216216216216217,1.0,1.0,0.0,0.19411586290567182,c
0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.085416666666666669,0.32432432432432434,1.0,1.0,1.0,0.086897179253867154,b
0.25,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14583333333333334,0.25675675675675674,1.0,1.0,0.0,0.15180467091295116,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.125,0.52702702702702697,0.0,1.0,1.0,0.46072186836518048,b
0.75,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20833333333333334,0.32432432432432434,1.0,1.0,0.0,0.1164695177434031,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.22972972972972974,1.0,0.0,1.0,0.16863815589930239,c
0.75,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15625,0.25675675675675674,1.0,1.0,1.0,0.42250530785562634,a
0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11092009395083333,0.1891891891891892,1.0,1.0,0.0,0.12526539278131635,c
0.75,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020833333333333332,0.25675675675675674,1.0,1.0,1.0,0.24613284804367608,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.083333333333333329,0.25675675675675674,1.0,1.0,0.0,0.23961176827418865,a
0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10000000000000001,0.21621621621621623,1.0,0.0,1.0,0.072035183500151659,a
0.75,0.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.020833333333333332,0.25675675675675674,1.0,1.0,0.0,0.1164695177434031,a
0.5,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1875,0.20270270270270271,1.0,1.0,0.0,0.44040036396724297,b
0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.32432432432432434,1.0,1.0,0.0,0.19249571832575069,c
0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.125,0.39189189189189189,1.0,1.0,1.0,0.47937518956627234,a
0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11092009395083333,0.25675675675675674,1.0,1.0,0.0,0.026690931149529876,b
0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11092009395083333,0.52702702702702697,1.0,1.0,1.0,0.46072186836518048,b
0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.125,0.32432432432432434,1.0,1.0,1.0,0.17834394904458598,c
0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.31755965103918921,0.0,1.0,0.0,0.19335759781619655,b
0.5,1.0,0.33333333333333331,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.39189189189189189,1.0,1.0,1.0,0.19249571832575069,a
0.75,0.0,0.16666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1125,0.32432432432432434,1.0,1.0,0.0,0.21064604185623295,c
0.75,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10416666666666667,0.39189189189189189,1.0,1.0,1.0,0.15316954807400668,b
0.25,1.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1125,0.39189189189189189,1.0,1.0,0.0,0.27297543221110099,c
0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.25675675675675674,1.0,1.0,1.0,0.24567788898999091,a
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.079166666666666663,0.32432432432432434,1.0,1.0,0.0,0.14968152866242038,a
0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125,0.3108108108108108,1.0,1.0,0.0,0.13588110403397027,b
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11092009395083333,0.39189189189189189,1.0,1.0,1.0,0.31073703366696998,c
0.25,1.0,0.66666666666666663,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.32432432432432434,1.0,1.0,1.0,0.14589020321504398,c
0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.12083333333333333,0.43243243243243246,1.0,1.0,0.0,0.099181073703366693,b
0.5,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14999999999999999,0.39189189189189189,1.0,1.0,1.0,0.42250530785562634,b
0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25675675675675674,1.0,1.0,0.0,0.1091901728844404,c
0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13125000000000001,0.1891891891891892,1.0,1.0,0.0,0.0074309978768577496,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1125,0.25675675675675674,1.0,1.0,0.0,0.13330300272975432,b
0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1125,0.32432432432432434,1.0,1.0,0.0,0.20791628753412192,c
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14333333333333334,0.1891891891891892,1.0,1.0,0.0,0.022292993630573247,b
0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09375,0.31755965103918921,1.0,1.0,0.0,0.039126478616924476,b
0.75,1.0,0.33333333333333331,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11874999999999999,0.3783783783783784,1.0,1.0,0.0,0.28814073400060664,a
0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.074999999999999997,0.25675675675675674,1.0,1.0,0.0,0.10737033666969972,c
0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.16250000000000001,0.39189189189189189,1.0,1.0,1.0,0.42250530785562634,b
0.5,1.0,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14999999999999999,0.39189189189189189,0.0,1.0,0.0,0.18122535638459206,c
0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18333333333333332,0.45945945945945948,0.0,1.0,1.0,0.079769487412799517,b
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.085416666666666669,0.39189189189189189,1.0,1.0,0.0,0.26205641492265697,c
0.5,1.0,0.33333333333333331,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09375,0.25675675675675674,1.0,1.0,0.0,0.30300272975432213,b
0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.26250000000000001,0.25675675675675674,1.0,1.0,0.0,0.026690931149529876,b
0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.083333333333333329,0.47297297297297297,1.0,1.0,0.0,0.24764937822262664,a
0.75,0.0,0.33333333333333331,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.22916666666666666,0.32432432432432434,1.0,1.0,0.0,0.28814073400060664,a
0.75,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018749999999999999,0.25675675675675674,1.0,1.0,1.0,1.0,c
0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10000000000000001,0.25675675675675674,1.0,1.0,0.0,0.037458295420078856,c
0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.089583333333333334,0.22972972972972974,1.0,1.0,0.0,0.10221413406126782,b
0.5,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17499999999999999,0.36486486486486486,0.0,1.0,1.0,0.079769487412799517,c
0.75,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12083333333333333,0.39189189189189189,1.0,1.0,0.0,0.18911131331513498,a
0.75,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.066666666666666666,0.29729729729729731,1.0,0.0,1.0,0.16863815589930239,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.25675675675675674,1.0,1.0,0.0,0.30300272975432213,a
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09375,0.32432432432432434,1.0,1.0,0.0,0.11434637549287231,b
0.75,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.14999999999999999,0.47297297297297297,1.0,1.0,1.0,0.43099787685774948,b
0.25,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09375,0.1891891891891892,1.0,1.0,0.0,0.045495905368516831,c
0.75,1.0,0.83333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.074999999999999997,0.32432432432432434,1.0,0.0,1.0,0.071276918410676376,a
0.5,0.0,0.33333333333333331,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09375,0.32432432432432434,1.0,1.0,1.0,0.43979375189566272,c
0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10208333333333333,0.24324324324324326,1.0,1.0,1.0,0.15089475280558082,c
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10833333333333334,0.21621621621621623,1.0,1.0,0.0,0.081286017591750082,a
0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14166666666666666,0.39189189189189189,1.0,1.0,0.0,0.13330300272975432,b
0.75,0.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.11458333333333333,0.33783783783783783,1.0,1.0,1.0,0.30997876857749468,b
0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10416666666666667,0.1891891891891892,1.0,0.0,1.0,0.12359720958447074,a
0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.32432432432432434,1.0,1.0,1.0,0.28632089778586595,b
